locationUid,assetUid,timestamp,latitude,longitude,speed_unit,direction_unit,eventUid,bicycle_count,bicycle_speed,bicycle_direction,bicycle_counter_count,bicycle_counter_speed,bicycle_counter_direction
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317731102,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzczMTEwMg==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317761293,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzc2MTI5Mw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317791617,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzc5MTYxNw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317821807,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzgyMTgwNw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317851931,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzg1MTkzMQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317882055,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzg4MjA1NQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317912113,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzkxMjExMw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317942170,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzk0MjE3MA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588317972294,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxNzk3MjI5NA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318002418,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODAwMjQxOA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318032542,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODAzMjU0Mg==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318062600,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODA2MjYwMA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318092657,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODA5MjY1Nw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318122715,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODEyMjcxNQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318152839,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODE1MjgzOQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318182896,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODE4Mjg5Ng==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318212953,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODIxMjk1Mw==,0.0,0.0,85.0,0.0,0.0,85.0
